Start state index,Action index,Finish state index,Probability for Triple,Reward for Triple,Prob x Reward
245,0.035714214285749994,7.333333333333332,2.5110078533333335,0.2619042380954999,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 2, 3, 0, 18]"
246,0.008928553571437499,8.000000000000004,2.647541186666667,0.07142842857150002,"[19, 0, 9, 2, 6, 0, 16, 0, 3, 0, 3, 0, 3, 2, 3, 0, 24, 2, 24]"
247,0.002232140625,8.05158616666667,2.3483986589789874,0.017972272578304697,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 21, 0, 21, 0, 0, 0, 17]"
248,0.0025510127551096936,8.500001166667836,1.7975476893866684,0.021683611394616928,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 0, 15, 0, 15, 0, 15, 0, 11, 0, 23]"
249,0.004464276785718749,8.333333333333332,2.6475411866666674,0.03720230654765624,"[19, 0, 9, 2, 22, 0, 16, 0, 3, 0, 3, 0, 3, 0, 3, 0, 18, 2, 18]"
250,0.010204051020438774,7.166667833334501,1.7402814587733344,0.07312904421788266,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 0, 15, 2, 15, 2, 15, 0, 15]"
251,0.008928553571437499,7.999999999999998,2.5110078533333335,0.07142842857149997,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 0, 3, 0, 18]"
252,0.0011160703125,8.297617500000005,2.335296427271886,0.009260724556230475,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21]"
253,0.017857125,6.884919499999999,2.3352964272718855,0.12294486812643748,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 2, 21, 2, 21, 2, 21, 0, 21, 2, 21]"
254,0.0089285625,7.198411666666666,2.331135433036152,0.0642714684665625,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 0, 2, 0, 2, 0, 2, 0]"
255,0.004464276785718749,8.333333333333332,2.647541186666667,0.03720230654765624,"[19, 0, 9, 2, 6, 0, 16, 0, 3, 0, 3, 0, 3, 0, 3, 0, 18, 2, 18]"
256,0.002232140625,8.051586166666668,2.3516742169057627,0.017972272578304693,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 14, 0, 21, 0, 21, 0, 21, 0, 0, 0, 17, 2, 17]"
257,0.008928553571437499,7.999999999999998,2.5110078533333335,0.07142842857149997,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 0, 3, 0, 18]"
258,0.035714214285749994,7.000000000000001,2.5110078533333335,0.24999950000024998,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 0, 3, 2, 3]"
259,0.008928553571437499,7.999999999999998,2.511007853333334,0.07142842857149997,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 2, 3, 0, 18]"
260,0.0089285625,7.345237166666666,2.349801769499683,0.06558240911990625,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 0, 21, 0, 0, 2, 0, 2, 0, 0, 17, 2, 17]"
261,0.017857125,6.992062666666665,2.3483986589789874,0.12485813704649998,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 2, 21, 2, 21, 2, 21, 0, 0, 0, 17]"
262,0.017857107142874997,7.666666666666665,2.401781186666667,0.13690448809537495,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 2, 16, 0, 3, 0, 3, 0, 18, 2, 18]"
263,0.005102025510219387,7.500001166667834,1.7402814587733344,0.03826519727901446,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 0, 15, 0, 15, 2, 15, 0, 15]"
264,0.017857107142874997,7.666666666666668,2.5110078533333335,0.136904488095375,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 0, 24, 2, 24, 2, 24]"
265,0.0089285625,7.345237166666666,2.3608867235748185,0.06558240911990625,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 0, 21, 0, 0, 0, 17, 2, 17, 2, 17, 2, 17]"
266,0.004464276785718749,8.333333333333336,2.5110078533333335,0.03720230654765625,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 0, 3, 0, 3, 0, 24]"
267,0.005102025510219387,8.166667833334502,1.8118642470400015,0.04166654761916072,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 0, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
268,0.02040810204087755,7.500001166667837,1.7715596070400015,0.1530607891160579,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 0, 11, 0, 23, 2, 23]"
269,0.017857107142874997,7.6666666666666705,2.511007853333334,0.13690448809537506,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 0, 3, 0, 24]"
270,0.00446428125,7.698411666666668,2.3483986589789874,0.03436787485828126,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 21, 2, 21, 0, 0, 0, 17]"
271,0.035714214285749994,7.000000000000002,2.511007853333334,0.24999950000025004,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 0, 3, 2, 3]"
272,0.035714214285749994,7.000000000000001,2.5110078533333335,0.24999950000024998,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 0, 3, 2, 3]"
273,0.07142842857149999,6.666666666666668,2.5110078533333335,0.47618952381,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 2, 3, 2, 3]"
274,0.017857125,6.992062666666665,2.3469007010541234,0.12485813704649998,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 2, 21, 0, 0, 2, 0, 2, 0, 0, 17]"
275,0.017857107142874997,7.666666666666665,2.511007853333334,0.13690448809537495,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 0, 18, 2, 18]"
276,0.010204061224500002,7.452381500001171,2.0836258879999976,0.07604455709434312,"[19, 0, 19, 0, 10, 2, 12, 2, 20, 0, 20, 0, 7, 2, 7, 2, 7, 0, 4, 2, 5]"
277,0.017857107142874997,7.6666666666666705,2.511007853333334,0.13690448809537506,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 2, 3, 0, 24]"
278,0.00446428125,7.698411666666666,2.350842018058616,0.03436787485828125,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 14, 0, 21, 0, 21, 0, 0, 2, 0, 0, 17, 2, 17]"
279,0.02040810204087755,7.500001166667836,1.8031261137066679,0.15306078911605786,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 2, 8, 0, 15, 2, 15, 0, 11, 0, 23, 2, 23]"
280,0.005102025510219387,8.166667833334502,1.7975476893866682,0.04166654761916072,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 0, 15, 2, 15, 0, 15, 0, 11, 0, 23]"
281,0.035714214285749994,7.000000000000002,2.511007853333334,0.24999950000025004,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 0, 3, 2, 3]"
282,0.02040810204087755,6.833334500001168,1.7402814587733342,0.1394553877554728,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 2, 15, 0, 15, 2, 15, 2, 15]"
283,0.017857107142874997,7.666666666666669,2.314399853333333,0.136904488095375,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 2, 16, 2, 16, 0, 3, 0, 3, 0, 24]"
284,0.0011160703125,8.25793516666667,2.33316599822319,0.00921643628206641,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 0]"
285,0.005102025510219387,8.500001166667836,2.406627040000002,0.043367222789233856,"[19, 0, 19, 0, 9, 2, 6, 0, 16, 0, 3, 2, 3, 0, 3, 0, 18, 2, 18]"
286,0.0025510127551096936,7.833334500001167,1.7402814587733346,0.019982936224543793,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 0, 15, 0, 15, 0, 15, 0, 15]"
287,0.017857125,6.884919499999999,2.3352964272718855,0.12294486812643748,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 2, 21, 2, 21, 2, 21, 2, 21]"
288,0.017857107142874997,7.666666666666664,2.5110078533333335,0.13690448809537495,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 0, 3, 2, 3, 0, 18]"
289,0.005102025510219387,8.166667833334502,1.7982109137066682,0.04166654761916072,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 2, 13, 0, 8, 0, 15, 0, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
290,0.005102025510219387,8.1666678333345,1.8535069137066678,0.041666547619160714,"[19, 0, 19, 0, 9, 2, 13, 0, 8, 0, 15, 2, 15, 2, 15, 0, 15, 0, 15, 0, 11, 0, 23, 2, 23]"
291,0.010204051020438774,7.833334500001169,1.798210913706668,0.07993174489817519,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 2, 13, 0, 8, 0, 15, 0, 15, 2, 15, 0, 11, 0, 23, 2, 23]"
292,0.017857107142874997,7.666666666666669,2.511007853333334,0.136904488095375,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 0, 24, 2, 24, 2, 24]"
293,0.008928553571437499,8.000000000000004,2.511007853333334,0.07142842857150002,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 0, 3, 0, 24]"
294,0.035714214285749994,7.333333333333331,2.511007853333334,0.2619042380954999,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 0, 18, 2, 18]"
295,0.035714214285749994,7.3333333333333295,2.314399853333334,0.26190423809549984,"[19, 0, 9, 2, 22, 0, 16, 2, 16, 2, 16, 2, 16, 0, 3, 0, 18, 2, 18]"
296,0.02040810204087755,7.500001166667836,1.797547689386668,0.15306078911605786,"[19, 0, 19, 0, 9, 2, 13, 2, 13, 0, 8, 2, 8, 0, 15, 2, 15, 2, 15, 2, 15, 0, 11, 0, 23]"
297,0.002232140625,7.944443000000003,2.335296427271886,0.017733113963296885,"[19, 0, 1, 0, 2, 2, 14, 0, 14, 0, 21, 2, 21, 0, 21, 0, 21, 2, 21, 0, 21, 0, 21]"
298,0.07142842857149999,6.666666666666668,2.5110078533333335,0.47618952381,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 2, 3, 2, 3, 2, 3, 0, 3]"
299,0.017857107142874997,7.666666666666664,2.5110078533333335,0.13690448809537495,"[19, 0, 9, 2, 6, 0, 16, 2, 16, 0, 3, 0, 3, 2, 3, 2, 3, 0, 18]"
300,0.005102025510219387,8.500001166667841,2.406627040000002,0.043367222789233884,"[19, 0, 19, 0, 9, 2, 6, 0, 16, 0, 3, 2, 3, 0, 3, 0, 24, 2, 24]"
Report for trajectory list =,Others neighboring trajectories
Trajectory #,Trajectory probability,Reward sum,Expected linear reward with discount,Trajectory probability x Reward sum,Trajectory
Report for trajectory list =,Others trajectories
Trajectory #,Trajectory probability,Reward sum,Expected linear reward with discount,Trajectory probability x Reward sum,Trajectory
